url,canonical,title,page_type,indexable,og_image,twitter_image,local_path,img_exists,img_mime,img_w,img_h,img_bytes,og_image_alt,twitter_image_alt,unique_or_shared,is_approved,approved_file,classification,problems
https://ambisecure.ambimat.com/blog/,https://ambisecure.ambimat.com/blog/,Engineering Blog &mdash; AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-1200x630.png,assets/img/og/featured/ambisecure-blog-1200x630.png,True,image/png,1200,630,55554,"Wayfinding plate for the AmbiSecure engineering blog, grouping its clusters — FIDO, JavaCard and APDU, DESFire transit, V2X and secure-element work — into five topic tiles.","Wayfinding plate for the AmbiSecure engineering blog, grouping its clusters — FIDO, JavaCard and APDU, DESFire transit, V2X and secure-element work — into five topic tiles.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/javacard-applet-development-enterprise-identity/,https://ambisecure.ambimat.com/blog/javacard-applet-development-enterprise-identity/,JavaCard Applet Development for Enterprise Identity | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-javacard-applet-development-enterprise-identity-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-javacard-applet-development-enterprise-identity-1200x630.png,assets/img/og/featured/ambisecure-blog-javacard-applet-development-enterprise-identity-1200x630.png,True,image/png,1200,630,37613,"JavaCard applet path from CAP file through GlobalPlatform load and install to SCP03 personalisation and lock, with AID selection over the APDU interface.","JavaCard applet path from CAP file through GlobalPlatform load and install to SCP03 personalisation and lock, with AID selection over the APDU interface.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/lava-lamps-and-cryptographic-entropy/,https://ambisecure.ambimat.com/blog/lava-lamps-and-cryptographic-entropy/,Lava Lamps and Cryptographic Entropy | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-lava-lamps-and-cryptographic-entropy-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-lava-lamps-and-cryptographic-entropy-1200x630.png,assets/img/og/featured/ambisecure-blog-lava-lamps-and-cryptographic-entropy-1200x630.png,True,image/png,1200,630,51055,"Cloudflare's lava-lamp wall and a secure element's on-chip thermal TRNG follow the same pipeline shape: physical noise, hashing, then a seeded CSPRNG.","Cloudflare's lava-lamp wall and a secure element's on-chip thermal TRNG follow the same pipeline shape: physical noise, hashing, then a seeded CSPRNG.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/page/2/,https://ambisecure.ambimat.com/blog/page/2/,Engineering blog &mdash; page 2 &mdash; AmbiSecure,blog-pagination,True,https://ambisecure.ambimat.com/assets/img/og/blog.png,https://ambisecure.ambimat.com/assets/img/og/blog.png,assets/img/og/blog.png,True,image/png,1200,630,365926,"AmbiSecure engineering blog title card: practical, code-first writing on hardware-rooted security.","AmbiSecure engineering blog title card: practical, code-first writing on hardware-rooted security.",unique,False,,Utility/category (documented),
https://ambisecure.ambimat.com/blog/passkeys-vs-traditional-mfa/,https://ambisecure.ambimat.com/blog/passkeys-vs-traditional-mfa/,Passkeys vs Traditional MFA — what really changed,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-passkeys-vs-traditional-mfa-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-passkeys-vs-traditional-mfa-1200x630.png,assets/img/og/featured/ambisecure-blog-passkeys-vs-traditional-mfa-1200x630.png,True,image/png,1200,630,53707,Why an adversary-in-the-middle proxy replays a one-time code but cannot use a passkey: the assertion is bound to the relying-party origin it never matches.,Why an adversary-in-the-middle proxy replays a one-time code but cannot use a passkey: the assertion is bound to the relying-party origin it never matches.,unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/piv-vs-usb-tokens-vs-embedded/,https://ambisecure.ambimat.com/blog/piv-vs-usb-tokens-vs-embedded/,PIV Smart Cards vs USB Tokens vs Embedded Secure Elements,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-piv-vs-usb-tokens-vs-embedded-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-piv-vs-usb-tokens-vs-embedded-1200x630.png,assets/img/og/featured/ambisecure-blog-piv-vs-usb-tokens-vs-embedded-1200x630.png,True,image/png,1200,630,49014,"PIV card, USB token and soldered secure element compared on lifecycle — issuance CA, help-desk setup, or MDM channel — since all three seal the workforce private key equally.","PIV card, USB token and soldered secure element compared on lifecycle — issuance CA, help-desk setup, or MDM channel — since all three seal the workforce private key equally.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/pki-credential-issuance-workforce-government/,https://ambisecure.ambimat.com/blog/pki-credential-issuance-workforce-government/,"PKI Credential Issuance — workforce, government | AmbiSecure",blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-pki-credential-issuance-workforce-government-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-pki-credential-issuance-workforce-government-1200x630.png,assets/img/og/featured/ambisecure-blog-pki-credential-issuance-workforce-government-1200x630.png,True,image/png,1200,630,48434,"Two-tier PKI issuance architecture with an offline root, HSM-backed issuing CA, and an RA gate that checks hardware attestation before any certificate is signed.","Two-tier PKI issuance architecture with an offline root, HSM-backed issuing CA, and an RA gate that checks hardware attestation before any certificate is signed.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/platform-vs-roaming-authenticators/,https://ambisecure.ambimat.com/blog/platform-vs-roaming-authenticators/,Platform vs Roaming Authenticators — picking the right form factor,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-platform-vs-roaming-authenticators-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-platform-vs-roaming-authenticators-1200x630.png,assets/img/og/featured/ambisecure-blog-platform-vs-roaming-authenticators-1200x630.png,True,image/png,1200,630,54109,"Platform authenticators bound to one host versus roaming OnePass cards and keys that travel, with the phone reaching hosts over WebAuthn hybrid transport.","Platform authenticators bound to one host versus roaming OnePass cards and keys that travel, with the phone reaching hosts over WebAuthn hybrid transport.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/pseudonymous-certificates-and-privacy/,https://ambisecure.ambimat.com/blog/pseudonymous-certificates-and-privacy/,Pseudonymous Certificates and Privacy in V2X | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-pseudonymous-certificates-and-privacy-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-pseudonymous-certificates-and-privacy-1200x630.png,assets/img/og/featured/ambisecure-blog-pseudonymous-certificates-and-privacy-1200x630.png,True,image/png,1200,630,44717,V2X privacy flow: an enrolment credential stays sealed in the secure element while rotating pseudonymous certificates sign messages carrying no device identifier.,V2X privacy flow: an enrolment credential stays sealed in the secure element while rotating pseudonymous certificates sign messages carrying no device identifier.,unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/secure-element-vs-tpm-vs-hsm/,https://ambisecure.ambimat.com/blog/secure-element-vs-tpm-vs-hsm/,Secure Element vs TPM vs HSM — Where Each Fits | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-secure-element-vs-tpm-vs-hsm-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-secure-element-vs-tpm-vs-hsm-1200x630.png,assets/img/og/featured/ambisecure-blog-secure-element-vs-tpm-vs-hsm-1200x630.png,True,image/png,1200,630,51258,"Three-zone diagram siting a secure element in a device, a TPM on a motherboard and an HSM in a rack, showing why key location decides the hardware class.","Three-zone diagram siting a secure element in a device, a TPM on a motherboard and an HSM in a rack, showing why key location decides the hardware class.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/secure-elements-in-connected-vehicles/,https://ambisecure.ambimat.com/blog/secure-elements-in-connected-vehicles/,Secure Elements in Connected Vehicles | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-secure-elements-in-connected-vehicles-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-secure-elements-in-connected-vehicles-1200x630.png,assets/img/og/featured/ambisecure-blog-secure-elements-in-connected-vehicles-1200x630.png,True,image/png,1200,630,58774,"Cutaway of a tamper-resistant secure element inside a V2X on-board unit, showing key custody that stays on-chip while the host MCU only passes commands.","Cutaway of a tamper-resistant secure element inside a V2X on-board unit, showing key custody that stays on-chip while the host MCU only passes commands.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/secure-iot-identity-with-applets/,https://ambisecure.ambimat.com/blog/secure-iot-identity-with-applets/,Building Secure IoT Identity with Security Applets,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-secure-iot-identity-with-applets-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-secure-iot-identity-with-applets-1200x630.png,assets/img/og/featured/ambisecure-blog-secure-iot-identity-with-applets-1200x630.png,True,image/png,1200,630,51200,Five AmbiSecure JavaCard applets inside a secure-element boundary — provisioning to key rotation — with only commands and public keys crossing to the host MCU.,Five AmbiSecure JavaCard applets inside a secure-element boundary — provisioning to key rotation — with only commands and public keys crossing to the host MCU.,unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/sim-based-fido2-authenticators/,https://ambisecure.ambimat.com/blog/sim-based-fido2-authenticators/,Embedded Secure-Element FIDO2 Authenticators for Enterprise Identity,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-sim-based-fido2-authenticators-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-sim-based-fido2-authenticators-1200x630.png,assets/img/og/featured/ambisecure-blog-sim-based-fido2-authenticators-1200x630.png,True,image/png,1200,630,49788,One CC EAL6+ secure element in two packages — removable 4FF nano-card and solderable MFF2 — running a FIDO2 applet whose P-256 private key never leaves the chip boundary.,One CC EAL6+ secure element in two packages — removable 4FF nano-card and solderable MFF2 — running a FIDO2 applet whose P-256 private key never leaves the chip boundary.,unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/smart-cards-vs-fido-tokens-vs-passkeys/,https://ambisecure.ambimat.com/blog/smart-cards-vs-fido-tokens-vs-passkeys/,Smart Cards vs FIDO Tokens vs Passkeys | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-smart-cards-vs-fido-tokens-vs-passkeys-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-smart-cards-vs-fido-tokens-vs-passkeys-1200x630.png,assets/img/og/featured/ambisecure-blog-smart-cards-vs-fido-tokens-vs-passkeys-1200x630.png,True,image/png,1200,630,55105,"Comparison of smart-card, FIDO security-key and synced-passkey credentials across extraction, loss recovery and attestation, all origin-bound at the relying party.","Comparison of smart-card, FIDO security-key and synced-passkey credentials across extraction, loss recovery and attestation, all origin-bound at the relying party.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/top-3-benefits-of-mfa/,https://ambisecure.ambimat.com/blog/top-3-benefits-of-mfa/,Top 3 Benefits of Multi-factor Authentication | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-top-3-benefits-of-mfa-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-top-3-benefits-of-mfa-1200x630.png,assets/img/og/featured/ambisecure-blog-top-3-benefits-of-mfa-1200x630.png,True,image/png,1200,630,48502,"Matrix scoring password-only, OTP and hardware-bound MFA against credential stuffing, phishing blast radius and audit evidence, with AAGUID attestation as the audit lever.","Matrix scoring password-only, OTP and hardware-bound MFA against credential stuffing, phishing blast radius and audit evidence, with AAGUID attestation as the audit lever.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/transit-validators-offline-trust-architecture/,https://ambisecure.ambimat.com/blog/transit-validators-offline-trust-architecture/,Why Transit Validators Need Offline Trust Architecture | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-transit-validators-offline-trust-architecture-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-transit-validators-offline-trust-architecture-1200x630.png,assets/img/og/featured/ambisecure-blog-transit-validators-offline-trust-architecture-1200x630.png,True,image/png,1200,630,51580,"Transit validator cutaway where a SAM derives per-card keys and completes DESFire mutual authentication offline, journaling each tap for later reconciliation.","Transit validator cutaway where a SAM derives per-card keys and completes DESFire mutual authentication offline, journaling each tap for later reconciliation.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/understanding-webauthn-attestation-objects/,https://ambisecure.ambimat.com/blog/understanding-webauthn-attestation-objects/,Understanding WebAuthn Attestation Objects | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-understanding-webauthn-attestation-objects-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-understanding-webauthn-attestation-objects-1200x630.png,assets/img/og/featured/ambisecure-blog-understanding-webauthn-attestation-objects-1200x630.png,True,image/png,1200,630,52533,"WebAuthn attestationObject unpacked into fmt, attStmt and authData, its x5c chain validating to the manufacturer root that a cached FIDO MDS BLOB names for that AAGUID.","WebAuthn attestationObject unpacked into fmt, attStmt and authData, its x5c chain validating to the manufacturer root that a cached FIDO MDS BLOB names for that AAGUID.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/why-hardware-backed-identity-matters/,https://ambisecure.ambimat.com/blog/why-hardware-backed-identity-matters/,Why Hardware-Backed Identity Matters — the cost-per-extraction frame,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-hardware-backed-identity-matters-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-hardware-backed-identity-matters-1200x630.png,assets/img/og/featured/ambisecure-blog-why-hardware-backed-identity-matters-1200x630.png,True,image/png,1200,630,50556,"A logarithmic ladder of what stealing one credential costs an attacker, from a $5 phishing kit to millions against a CC EAL6+ secure element boundary.","A logarithmic ladder of what stealing one credential costs an attacker, from a $5 phishing kit to millions against a CC EAL6+ secure element boundary.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/why-sams-matter-in-closed-loop-transit/,https://ambisecure.ambimat.com/blog/why-sams-matter-in-closed-loop-transit/,Why SAMs Matter in Closed-Loop Transit Systems | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-sams-matter-in-closed-loop-transit-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-sams-matter-in-closed-loop-transit-1200x630.png,assets/img/og/featured/ambisecure-blog-why-sams-matter-in-closed-loop-transit-1200x630.png,True,image/png,1200,630,49845,"Transit key hierarchy running from the issuer's HSM down to a per-tap session key, with K_app sealed inside the validator's Secure Access Module and never on the reader CPU.","Transit key hierarchy running from the issuer's HSM down to a per-tap session key, with K_app sealed inside the validator's Secure Access Module and never on the reader CPU.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/why-software-only-device-trust-fails/,https://ambisecure.ambimat.com/blog/why-software-only-device-trust-fails/,Why Software-Only Device Trust Fails | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-software-only-device-trust-fails-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-software-only-device-trust-fails-1200x630.png,assets/img/og/featured/ambisecure-blog-why-software-only-device-trust-fails-1200x630.png,True,image/png,1200,630,57436,"A field device teardown showing why firmware-stored keys fall: exposed debug pads, an external SPI flash under a clip, and one extraction cloning a whole fleet.","A field device teardown showing why firmware-stored keys fall: exposed debug pads, an external SPI flash under a clip, and one extraction cloning a whole fleet.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/blog/why-use-multi-factor-authentication/,https://ambisecure.ambimat.com/blog/why-use-multi-factor-authentication/,Why use Multi-factor Authentication? | AmbiSecure,blog,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-use-multi-factor-authentication-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-blog-why-use-multi-factor-authentication-1200x630.png,assets/img/og/featured/ambisecure-blog-why-use-multi-factor-authentication-1200x630.png,True,image/png,1200,630,50712,"Credential-stuffing funnel showing why a password gate falls open, an OTP gate only raises attacker cost, and an origin-bound hardware factor blocks credential reuse outright.","Credential-stuffing funnel showing why a password gate falls open, an OTP gate only raises attacker cost, and an origin-bound hardware factor blocks credential reuse outright.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/brochures/device-identity/,https://ambisecure.ambimat.com/brochures/device-identity/,Device identity / IoT brochure &mdash; AmbiSecure,brochure,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-device-identity-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-device-identity-1200x630.png,assets/img/og/featured/ambisecure-brochures-device-identity-1200x630.png,True,image/png,1200,630,50523,AmbiSecure Hardware-rooted identity on the BOM. presented as a lookup table of Secure element on board and related entries for engineering reference.,AmbiSecure Hardware-rooted identity on the BOM. presented as a lookup table of Secure element on board and related entries for engineering reference.,unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/brochures/fido/,https://ambisecure.ambimat.com/brochures/fido/,FIDO deployment brochure &mdash; AmbiSecure,brochure,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-fido-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-fido-1200x630.png,assets/img/og/featured/ambisecure-brochures-fido-1200x630.png,True,image/png,1200,630,52320,"AmbiSecure Phishing-resistant authentication, deployed. presented as a lookup table of Private key in the SE and related entries for engineering reference.","AmbiSecure Phishing-resistant authentication, deployed. presented as a lookup table of Private key in the SE and related entries for engineering reference.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/brochures/,https://ambisecure.ambimat.com/brochures/,Brochures &mdash; AmbiSecure,brochure,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-1200x630.png,assets/img/og/featured/ambisecure-brochures-1200x630.png,True,image/png,1200,630,115684,"AmbiSecure branded technical document covers for product, solution and architecture briefs.","AmbiSecure branded technical document covers for product, solution and architecture briefs.",unique,True,ambisecure-brochures-1200x630.png,Approved reference image,
https://ambisecure.ambimat.com/brochures/javacard/,https://ambisecure.ambimat.com/brochures/javacard/,JavaCard platform brochure &mdash; AmbiSecure,brochure,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-javacard-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-javacard-1200x630.png,assets/img/og/featured/ambisecure-brochures-javacard-1200x630.png,True,image/png,1200,630,58606,"AmbiSecure Twelve applets, one chip, AID-selectable. presented as a lookup table of WebAuthn / CTAP2 auth and related entries for engineering reference.","AmbiSecure Twelve applets, one chip, AID-selectable. presented as a lookup table of WebAuthn / CTAP2 auth and related entries for engineering reference.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/brochures/onepass/,https://ambisecure.ambimat.com/brochures/onepass/,OnePass platform brochure &mdash; AmbiSecure,brochure,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-onepass-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-onepass-1200x630.png,assets/img/og/featured/ambisecure-brochures-onepass-1200x630.png,True,image/png,1200,630,55244,"AmbiSecure OnePass — one identity, every form factor. presented as a lookup table of Smart card + FIDO2 + NFC and related entries for engineering…","AmbiSecure OnePass — one identity, every form factor. presented as a lookup table of Smart card + FIDO2 + NFC and related entries for engineering…",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/brochures/pki/,https://ambisecure.ambimat.com/brochures/pki/,PKI &amp; credential lifecycle brochure &mdash; AmbiSecure,brochure,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-pki-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-pki-1200x630.png,assets/img/og/featured/ambisecure-brochures-pki-1200x630.png,True,image/png,1200,630,59182,"AmbiSecure X.509 issuance from workforce to government scale. presented as a lookup table of Signs; key in HSM, M-of-N and related entries for…","AmbiSecure X.509 issuance from workforce to government scale. presented as a lookup table of Signs; key in HSM, M-of-N and related entries for…",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/brochures/transit-security/,https://ambisecure.ambimat.com/brochures/transit-security/,Transit security brochure &mdash; AmbiSecure,brochure,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-transit-security-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-brochures-transit-security-1200x630.png,assets/img/og/featured/ambisecure-brochures-transit-security-1200x630.png,True,image/png,1200,630,60535,"AmbiSecure Closed-loop transit ticketing, designed offline-first. presented as a lookup table of DESFire EV2/EV3, AES-128 and related entries for…","AmbiSecure Closed-loop transit ticketing, designed offline-first. presented as a lookup table of DESFire EV2/EV3, AES-128 and related entries for…",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/case-studies/,https://ambisecure.ambimat.com/case-studies/,Case studies &mdash; AmbiSecure,case-study,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-1200x630.png,assets/img/og/featured/ambisecure-case-studies-1200x630.png,True,image/png,1200,630,82570,AmbiSecure deployment journey from architecture through prototype and personalization to field deployment.,AmbiSecure deployment journey from architecture through prototype and personalization to field deployment.,unique,True,ambisecure-case-studies-1200x630.png,Approved reference image,
https://ambisecure.ambimat.com/case-studies/passwordless-workforce/,https://ambisecure.ambimat.com/case-studies/passwordless-workforce/,Passwordless workforce authentication &mdash; AmbiSecure case study,case-study,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-passwordless-workforce-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-passwordless-workforce-1200x630.png,assets/img/og/featured/ambisecure-case-studies-passwordless-workforce-1200x630.png,True,image/png,1200,630,60202,"Architecture stack for Phasing out SMS and TOTP across a mixed enterprise estate., layered from okta · entra id · legacy cas down to a hardware root of…","Architecture stack for Phasing out SMS and TOTP across a mixed enterprise estate., layered from okta · entra id · legacy cas down to a hardware root of…",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/case-studies/secure-device-identity/,https://ambisecure.ambimat.com/case-studies/secure-device-identity/,Secure device identity for IoT &mdash; AmbiSecure case study,case-study,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-secure-device-identity-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-secure-device-identity-1200x630.png,assets/img/og/featured/ambisecure-case-studies-secure-device-identity-1200x630.png,True,image/png,1200,630,46858,"Architecture stack for Putting hardware-rooted identity on a connected-device line at the SMT stage., layered from device-to-cloud attestation down to…","Architecture stack for Putting hardware-rooted identity on a connected-device line at the SMT stage., layered from device-to-cloud attestation down to…",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/case-studies/transit-ticketing/,https://ambisecure.ambimat.com/case-studies/transit-ticketing/,Closed-loop transit ticketing &mdash; AmbiSecure case study,case-study,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-transit-ticketing-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-case-studies-transit-ticketing-1200x630.png,assets/img/og/featured/ambisecure-case-studies-transit-ticketing-1200x630.png,True,image/png,1200,630,54040,"Architecture stack for Sub-300 ms validators, offline trust, and a backend that can be down., layered from reconciliation + revocation down to a…","Architecture stack for Sub-300 ms validators, offline trust, and a backend that can be down., layered from reconciliation + revocation down to a…",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/contact/,https://ambisecure.ambimat.com/contact/,"Contact AmbiSecure — Talk to engineers, not BDRs",company,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-contact-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-contact-1200x630.png,assets/img/og/featured/ambisecure-contact-1200x630.png,True,image/png,1200,630,41293,"Architecture stack for Talk to engineers, not BDRs., layered from phone — india +91 / us +1 down to a hardware root of trust.","Architecture stack for Talk to engineers, not BDRs., layered from phone — india +91 / us +1 down to a hardware root of trust.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/engagement-models/,https://ambisecure.ambimat.com/engagement-models/,Engagement models &mdash; AmbiSecure,engagement-models,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-engagement-models-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-engagement-models-1200x630.png,assets/img/og/featured/ambisecure-engagement-models-1200x630.png,True,image/png,1200,630,49114,"Architecture stack for How AmbiSecure engagements work., layered from architecture review down to a hardware root of trust.","Architecture stack for How AmbiSecure engagements work., layered from architecture review down to a hardware root of trust.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/faqs/,https://ambisecure.ambimat.com/faqs/,"AmbiSecure FAQs &mdash; FIDO, PIV, JavaCard, secure elements",faqs,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-faqs-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-faqs-1200x630.png,assets/img/og/featured/ambisecure-faqs-1200x630.png,True,image/png,1200,630,54308,"Architecture stack for AmbiSecure FAQs — answers from engineering, not marketing, layered from answers from engineering down to a hardware root of trust.","Architecture stack for AmbiSecure FAQs — answers from engineering, not marketing, layered from answers from engineering down to a hardware root of trust.",unique,False,,Brand-consistent (generated featured art),
https://ambisecure.ambimat.com/,https://ambisecure.ambimat.com/,"AmbiSecure — Hardware-rooted identity: FIDO, JavaCard, V2X PKI",home,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-home-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-home-1200x630.png,assets/img/og/featured/ambisecure-home-1200x630.png,True,image/png,1200,630,94954,"AmbiSecure secure-element hub linking smart card, USB key, IoT device, vehicle, government credential and cloud app through a hardware-rooted trust chain.","AmbiSecure secure-element hub linking smart card, USB key, IoT device, vehicle, government credential and cloud app through a hardware-rooted trust chain.",unique,True,ambisecure-home-1200x630.png,Approved reference image,
https://ambisecure.ambimat.com/industries/connected-mobility/,https://ambisecure.ambimat.com/industries/connected-mobility/,Connected Mobility &amp; V2X Security | AmbiSecure,industry,True,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-industries-connected-mobility-1200x630.png,https://ambisecure.ambimat.com/assets/img/og/featured/ambisecure-industries-connected-mobility-1200x630.png,assets/img/og/featured/ambisecure-industries-connected-mobility-1200x630.png,True,image/png,1200,630,88325,AmbiSecure connected vehicle with an embedded identity anchor exchanging signed messages and managed certificates.,AmbiSecure connected vehicle with an embedded identity anchor exchanging signed messages and managed certificates.,unique,True,ambisecure-industries-connected-mobility-1200x630.png,Approved reference image,
